"X","x","y","df.ahy","df.hy","abun","rel.abun","ahy_wing","sy_wing","asy_wing"
1,-120.8334,62.1665,-159.23500579834,-159.23500579834,8.17563056945801,0.112452387800909,NA,NA,NA
2,-120.5001,62.1665,-161.049494781494,-161.049494781494,7.61540222167969,0.104746680591391,NA,NA,NA
3,-118.5001,62.1665,-159.643498840332,-159.643498840332,3.90182995796204,0.0536680433195061,NA,NA,NA
4,-118.1667,62.1665,-158.408495941162,-158.408495941162,3.90182995796204,0.0536680433195061,NA,NA,NA
5,-117.8334,62.1665,-157.19249710083,-157.19249710083,1.72207796573639,0.0236864640080266,NA,NA,NA
6,-117.5001,62.1665,-157.135499420166,-157.135499420166,1.50218594074249,0.0206619409380489,NA,NA,NA
7,-117.1667,62.1665,-157.316001739502,-157.316001739502,1.33383405208588,0.0183463309420502,NA,NA,NA
8,-116.8334,62.1665,-157.249494781494,-157.249494781494,1.33383405208588,0.0183463309420502,NA,NA,NA
9,-116.5001,62.1665,-157.277993621826,-157.277993621826,1.17665004730225,0.0161843305297443,NA,NA,NA
10,-116.1667,62.1665,-157.259004058838,-157.259004058838,1.00565195083618,0.0138323230492627,NA,NA,NA
11,-122.5001,61.8332,-158.152006378174,-158.152006378174,10.6436653137207,0.146399176101832,NA,NA,NA
12,-122.1667,61.8332,-157.885993041992,-157.885993041992,10.6436653137207,0.146399176101832,NA,NA,NA
13,-121.8334,61.8332,-155.520502319336,-155.520502319336,10.5610275268555,0.145262527818054,NA,NA,NA
14,-121.5001,61.8332,-155.29249710083,-155.29249710083,10.2042150497437,0.140354721049207,NA,NA,NA
15,-121.1667,61.8332,-155.43500579834,-155.43500579834,9.80314254760742,0.134838136100396,NA,NA,NA
16,-120.8334,61.8332,-155.76749710083,-155.76749710083,8.46693229675293,0.116459121535578,NA,NA,NA
17,-120.5001,61.8332,-156.394500579834,-156.394500579834,8.80411911010742,0.121096985486812,NA,NA,NA
18,-120.1667,61.8332,-157.163998260498,-157.163998260498,8.06414699554443,0.110918977750069,NA,NA,NA
19,-119.8334,61.8332,-157.173493041992,-157.173493041992,6.59645700454712,0.0907315142098614,NA,NA,NA
20,-118.8334,61.8332,-156.318498840332,-156.318498840332,4.98675489425659,0.0685907332129121,NA,NA,NA
21,-118.5001,61.8332,-155.928995361328,-155.928995361328,4.19895792007446,0.0577549144835216,NA,NA,NA
22,-118.1667,61.8332,-155.748493041992,-155.748493041992,3.41274094581604,0.0469408279939425,NA,NA,NA
23,-117.8334,61.8332,-155.67250579834,-155.67250579834,1.56841397285461,0.021572879890964,NA,NA,NA
24,-117.5001,61.8332,-155.748493041992,-155.748493041992,1.56841397285461,0.021572879890964,NA,NA,NA
25,-117.1667,61.8332,-155.91000579834,-155.91000579834,1.08923101425171,0.0149819181993115,NA,NA,NA
26,-116.8334,61.8332,-156.024001159668,-156.024001159668,1.14894998073578,0.0158033276699429,NA,NA,NA
27,-116.5001,61.8332,-156.119006958008,-156.119006958008,1.26683604717255,0.017424801334469,NA,NA,NA
28,-116.1667,61.8332,-156.223493041992,-156.223493041992,1.22208404541016,0.0168092562197165,NA,NA,NA
29,-115.8334,61.8332,-156.014506378174,-156.014506378174,1.22208404541016,0.0168092562197165,NA,NA,NA
30,-115.5001,61.8332,-155.786501159668,-155.786501159668,1.13259398937225,0.0155783578320749,NA,NA,NA
31,-122.5001,61.4999,-155.634497680664,-155.634497680664,8.71137428283691,0.119821319078681,NA,NA,NA
32,-122.1667,61.4999,-154.988504638672,-154.988504638672,9.24395942687988,0.127146805552917,NA,NA,NA
33,-121.8334,61.4999,-154.751004638672,-154.751004638672,9.83526611328125,0.135279982345039,NA,NA,NA
34,-121.5001,61.4999,-154.67500289917,-154.67500289917,9.98327922821045,0.137315840993278,NA,NA,NA
35,-121.1667,61.4999,-154.560993041992,-154.560993041992,9.5890007019043,0.131892704347723,NA,NA,NA
36,-120.8334,61.4999,-154.39,-154.39,9.82460021972656,0.135133277428756,NA,NA,NA
37,-120.5001,61.4999,-154.323493041992,-154.323493041992,8.5908088684082,0.118162992100287,NA,NA,NA
38,-120.1667,61.4999,-154.551498260498,-154.551498260498,8.24601459503174,0.113420490710105,NA,NA,NA
39,-119.8334,61.4999,-154.751004638672,-154.751004638672,7.68272399902344,0.105672663553682,NA,NA,NA
40,-119.5001,61.4999,-154.779503479004,-154.779503479004,6.73505687713623,0.0926378976366973,NA,NA,NA
41,-119.1667,61.4999,-154.732000579834,-154.732000579834,5.81501388549805,0.0799830901071459,NA,NA,NA
42,-118.8334,61.4999,-154.655998840332,-154.655998840332,4.92401790618896,0.067727812114447,NA,NA,NA
43,-118.5001,61.4999,-154.352006378174,-154.352006378174,3.9355890750885,0.0541323858920661,NA,NA,NA
44,-118.1667,61.4999,-154.171504058838,-154.171504058838,3.87298202514648,0.0532712520383114,NA,NA,NA
45,-117.8334,61.4999,-154.304503479004,-154.304503479004,2.96167993545532,0.0407366719685416,NA,NA,NA
46,-117.5001,61.4999,-154.475496520996,-154.475496520996,1.81695103645325,0.0249914035169093,NA,NA,NA
47,-117.1667,61.4999,-154.6275,-154.6275,0.552148997783661,0.00759457912085766,NA,NA,NA
48,-116.8334,61.4999,-154.703501739502,-154.703501739502,1.12846004962921,0.0155214972154924,NA,NA,NA
49,-116.5001,61.4999,-154.751004638672,-154.751004638672,1.43991696834564,0.0198054571998901,NA,NA,NA
50,-116.1667,61.4999,-154.72250579834,-154.72250579834,1.57403695583344,0.0216502216760606,NA,NA,NA
51,-115.8334,61.4999,-158.209004058838,-158.209004058838,1.60733997821808,0.0221082908557189,NA,NA,NA
52,-124.5001,61.1665,-162.142003479004,-162.142003479004,7.48795604705811,0.102993711627036,NA,NA,NA
53,-124.1667,61.1665,-159.18750289917,-159.18750289917,8.44402599334717,0.116144054888207,NA,NA,NA
54,-123.8334,61.1665,-157.553501739502,-157.553501739502,8.44402599334717,0.116144054888207,NA,NA,NA
55,-123.5001,61.1665,-158.37999710083,-158.37999710083,9.61401176452637,0.132236721080059,NA,NA,NA
56,-123.1667,61.1665,-154.551498260498,-154.551498260498,9.25892162322998,0.127352604321834,NA,NA,NA
57,-122.8334,61.1665,-153.886501159668,-153.886501159668,9.48736953735352,0.130494810077473,NA,NA,NA
58,-122.5001,61.1665,-154.380505218506,-154.380505218506,9.0654993057251,0.124692161035825,NA,NA,NA
59,-122.1667,61.1665,-154.684497680664,-154.684497680664,9.37490367889404,0.128947889112491,NA,NA,NA
60,-121.8334,61.1665,-155.035993041992,-155.035993041992,8.98088836669922,0.12352837286723,NA,NA,NA
61,-121.5001,61.1665,-155.035993041992,-155.035993041992,9.4332275390625,0.129750109477757,NA,NA,NA
62,-121.1667,61.1665,-154.760499420166,-154.760499420166,9.97635746002197,0.137220634959446,NA,NA,NA
63,-120.8334,61.1665,-154.494500579834,-154.494500579834,9.15242671966553,0.12588781135049,NA,NA,NA
64,-120.5001,61.1665,-154.171504058838,-154.171504058838,8.89660835266113,0.122369136433788,NA,NA,NA
65,-120.1667,61.1665,-153.971997680664,-153.971997680664,7.80132102966309,0.107303916234221,NA,NA,NA
66,-119.8334,61.1665,-153.734497680664,-153.734497680664,7.5324649810791,0.103605913446408,NA,NA,NA
67,-119.5001,61.1665,-153.620502319336,-153.620502319336,6.0511999130249,0.0832317303844876,NA,NA,NA
68,-118.5001,61.1665,-153.592003479004,-153.592003479004,4.73606014251709,0.0651425314867262,NA,NA,NA
69,-118.1667,61.1665,-153.58249420166,-153.58249420166,3.95297694206238,0.0543715487484801,NA,NA,NA
70,-117.8334,61.1665,-153.563504638672,-153.563504638672,3.34046006202698,0.0459466345913192,NA,NA,NA
71,-117.5001,61.1665,-153.34499420166,-153.34499420166,2.97722506523132,0.0409504887435459,NA,NA,NA
72,-117.1667,61.1665,-156.935993041992,-156.935993041992,2.97722506523132,0.0409504887435459,NA,NA,NA
73,-116.8334,61.1665,-156.90749420166,-156.90749420166,1.6970089673996,0.0233416503941042,NA,NA,NA
74,-116.5001,61.1665,-156.869500579834,-156.869500579834,1.69000601768494,0.023245327742246,NA,NA,NA
75,-116.1667,61.1665,-156.86000579834,-156.86000579834,1.72149205207825,0.0236784050100883,NA,NA,NA
76,-134.5,60.8332,-167.062996520996,-167.062996520996,0.078308001160622,0.00107709388769655,NA,NA,NA
77,-134.1667,60.8332,-166.720995941162,-166.720995941162,0.088885001838207,0.00122257611953926,NA,NA,NA
78,-133.8334,60.8332,-167.623493041992,-167.623493041992,0.108194999396801,0.00148817708027807,NA,NA,NA
79,-133.5,60.8332,-169.267003479004,-169.267003479004,0.108194999396801,0.00148817708027807,NA,NA,NA
80,-133.1667,60.8332,-165.770995941162,-165.770995941162,0.096252001821995,0.00132390613097606,NA,NA,NA
81,-132.8334,60.8332,-167.062996520996,-167.062996520996,0.101212002336979,0.00139212886886338,NA,NA,NA
82,-130.8334,60.8332,-166.64499420166,-166.64499420166,0.060554999858141,0.00083290876091813,NA,NA,NA
83,-130.5,60.8332,-165.609497680664,-165.609497680664,0.055674001574516,0.000765772665765271,NA,NA,NA
84,-130.1667,60.8332,-165.305505218506,-165.305505218506,0.050211001187563,0.000690631374478808,NA,NA,NA
85,-129.8334,60.8332,-164.859004058838,-164.859004058838,0.042125001549721,0.000579411822750347,NA,NA,NA
86,-129.5001,60.8332,-162.968498840332,-162.968498840332,0.042125001549721,0.000579411822750347,NA,NA,NA
87,-129.1667,60.8332,-162.398493041992,-162.398493041992,0.03464600071311,0.000476541286307105,NA,NA,NA
88,-125.1667,60.8332,-162.854503479004,-162.854503479004,6.41996908187866,0.088303996460193,NA,NA,NA
89,-124.8334,60.8332,-163.74750579834,-163.74750579834,6.41996908187866,0.088303996460193,NA,NA,NA
90,-124.5001,60.8332,-164.042003479004,-164.042003479004,8.24643135070801,0.113426223010572,NA,NA,NA
91,-124.1667,60.8332,-160.308495941162,-160.308495941162,10.6357164382935,0.146289842636415,NA,NA,NA
92,-123.8334,60.8332,-157.90499710083,-157.90499710083,12.0734691619873,0.166065531553992,NA,NA,NA
93,-123.5001,60.8332,-160.318005218506,-160.318005218506,11.1256818771362,0.153029112845568,NA,NA,NA
94,-123.1667,60.8332,-153.240493621826,-153.240493621826,13.4217672348022,0.184610809067119,NA,NA,NA
95,-122.8334,60.8332,-155.359004058838,-155.359004058838,11.4097280502319,0.156936049459075,NA,NA,NA
96,-122.5001,60.8332,-156.375496520996,-156.375496520996,10.5817317962646,0.14554730640644,NA,NA,NA
97,-122.1667,60.8332,-156.442003479004,-156.442003479004,9.58732891082764,0.131869709558896,NA,NA,NA
98,-121.8334,60.8332,-155.95749420166,-155.95749420166,9.54458999633789,0.131281853619765,NA,NA,NA
99,-121.5001,60.8332,-155.605998840332,-155.605998840332,9.54458999633789,0.131281853619765,NA,NA,NA
100,-121.1667,60.8332,-155.111994781494,-155.111994781494,9.07222175598145,0.124784625534652,NA,NA,NA
101,-120.8334,60.8332,-154.997999420166,-154.997999420166,8.76375484466553,0.120541791854687,NA,NA,NA
102,-120.5001,60.8332,-154.57999710083,-154.57999710083,8.08318519592285,0.111180840253982,NA,NA,NA
103,-120.1667,60.8332,-154.047999420166,-154.047999420166,7.65321397781372,0.105266765522834,NA,NA,NA
104,-119.8334,60.8332,-153.620502319336,-153.620502319336,7.65321397781372,0.105266765522834,NA,NA,NA
105,-119.5001,60.8332,-153.516001739502,-153.516001739502,6.5277099609375,0.0897859273046709,NA,NA,NA
